"location","latitude","longitude","population","area","density","densityClass"
"Pibrac","43.6175","1.2856",7997,"25.86",309,"0<d<1000"
"Fuveau","43.4528","5.5619",9245,"30.02",308,"0<d<1000"
"Amboise","47.4042","0.98",12505,"40.65",308,"0<d<1000"
"Murs-Erigne","47.3961","-0.5519",5315,"17.29",307,"0<d<1000"
"Milhaud","43.7908","4.3081",5611,"18.25",307,"0<d<1000"
"Ploeren","47.657","-2.865",6284,"20.44",307,"0<d<1000"
"Seysses","43.4989","1.3133",7719,"25.26",306,"0<d<1000"
"Gray","47.445","5.5922",6175,"20.26",305,"0<d<1000"
"Rivesaltes","42.7697","2.8747",8771,"28.76",305,"0<d<1000"
"Meze","43.4278","3.6058",10507,"34.59",304,"0<d<1000"
"Bouchemaine","47.4233","-0.6083",6003,"19.81",303,"0<d<1000"
"Marignier","46.0911","6.5",6050,"19.97",303,"0<d<1000"
"Nyons","44.3603","5.1397",7096,"23.45",303,"0<d<1000"
"Auch","43.6465","0.5855",21960,"72.48",303,"0<d<1000"
"Le Trait","49.4886","0.8061",5292,"17.52",302,"0<d<1000"
"Saint-Peray","44.9494","4.8458",7268,"24.05",302,"0<d<1000"
"Limoux","43.0578","2.2192",9781,"32.41",302,"0<d<1000"
"Narbonne","43.1836","3.0042",52252,"172.96",302,"0<d<1000"
"Conches-en-Ouche","48.9614","0.9433",5034,"16.72",301,"0<d<1000"
"Cornebarrieu","43.65","1.3272",5635,"18.7",301,"0<d<1000"
"Pignan","43.5853","3.7625",6124,"20.32",301,"0<d<1000"
"Meung-sur-Loire","47.8294","1.6992",6115,"20.35",300,"0<d<1000"
"Saint-Pol-de-Leon","48.6861","-3.985",7038,"23.43",300,"0<d<1000"
"Saint-Florent-sur-Cher","46.9964","2.2525",6692,"22.41",299,"0<d<1000"
"Nogent-sur-Seine","48.4942","3.5033",5992,"20.08",298,"0<d<1000"
"Vineuil","47.5814","1.3733",6651,"22.34",298,"0<d<1000"
"Le Teil","44.5458","4.6831",7929,"26.59",298,"0<d<1000"
"Yzeure","46.5669","3.3553",12905,"43.24",298,"0<d<1000"
"Trelissac","45.1967","0.7833",6798,"22.88",297,"0<d<1000"
"Carhaix-Plouguer","48.2783","-3.5672",7654,"25.81",297,"0<d<1000"
"Faulquemont","49.0439","6.6003",5549,"18.79",295,"0<d<1000"
"Roquefort-les-Pins","43.6664","7.0514",6346,"21.53",295,"0<d<1000"
"Chagny","46.9114","4.7542",5566,"18.9",294,"0<d<1000"
"Bon-Encontre","44.1872","0.6728",6049,"20.56",294,"0<d<1000"
"Marck","50.9486","1.9508",9235,"31.55",293,"0<d<1000"
"Aire-sur-la-Lys","50.64","2.4",9785,"33.38",293,"0<d<1000"
"Amilly","47.9742","2.7708",11785,"40.26",293,"0<d<1000"
"Saint-Chamas","43.5506","5.0347",7790,"26.71",292,"0<d<1000"
"Fouesnant","47.8942","-4.0108",9557,"32.76",292,"0<d<1000"
"Raon l'etape","48.41","6.84",6887,"23.71",290,"0<d<1000"
"Cassis","43.2167","5.5389",7793,"26.86",290,"0<d<1000"
"Lentilly","45.8197","4.6636",5317,"18.39",289,"0<d<1000"
"Avallon","47.4908","3.9092",7743,"26.75",289,"0<d<1000"
"Dompierre-sur-Mer","46.1886","-1.0636",5280,"18.35",288,"0<d<1000"
"Mortagne-sur-Sevre","46.9925","-0.9525",6315,"21.94",288,"0<d<1000"
"Gueugnon","46.6019","4.0617",8218,"28.51",288,"0<d<1000"
"Chateau-Arnoux-Saint-Auban","44.0942","6.0092",5270,"18.34",287,"0<d<1000"
"Arradon","47.6264","-2.8222",5301,"18.49",287,"0<d<1000"
"Champigneulles","48.7342","6.1653",6884,"23.99",287,"0<d<1000"
"Saint-Laurent-de-Mure","45.6864","5.0456",5326,"18.63",286,"0<d<1000"
"Biguglia","42.6281","9.4206",6365,"22.27",286,"0<d<1000"
"Rambervillers","48.3467","6.6356",5874,"20.64",285,"0<d<1000"
"Pertuis","43.695","5.5036",18906,"66.23",285,"0<d<1000"
"Olonne-sur-mer","46.5369","-1.7717",12855,"45.34",284,"0<d<1000"
"Flines-lez-Raches","50.427","3.183",5441,"19.22",283,"0<d<1000"
"Challans","46.8467","-1.8781",18349,"64.84",283,"0<d<1000"
"Vif","45.0561","5.6708",7975,"28.3",282,"0<d<1000"
"Verrieres-en-Anjou","47.52","-0.471",6973,"24.83",281,"0<d<1000"
"Pezenas","43.4606","3.4236",8317,"29.56",281,"0<d<1000"
"Varennes-Vauzelles","47.0131","3.1472",9503,"33.99",280,"0<d<1000"
"Plougastel-Daoulas","48.3733","-4.3694",13098,"46.83",280,"0<d<1000"
"Villeneuve-sur-Lot","44.4081","0.705",22782,"81.32",280,"0<d<1000"
"Mehun-sur-Yevre","47.15","2.2167",6825,"24.45",279,"0<d<1000"
"Monteux","44.0361","4.997",10884,"39.02",279,"0<d<1000"
"Figeac","44.6086","2.0317",9773,"35.16",278,"0<d<1000"
"Savenay","47.3619","-1.9406",7200,"26.0",277,"0<d<1000"
"Hirson","49.9217","4.0839",9348,"33.77",277,"0<d<1000"
"Bons-en-Chablais","46.2653","6.3708",5235,"19.09",274,"0<d<1000"
"Saint-Pierre-les-Nemours","48.2632","2.6815",5900,"21.62",273,"0<d<1000"
"Saint-Galmier","45.5908","4.3181",5293,"19.47",272,"0<d<1000"
"Marennes","45.8225","-1.1052",5465,"20.09",272,"0<d<1000"
"Pace","48.1477","-1.7739",9535,"35.03",272,"0<d<1000"
"Octeville-sur-Mer","49.5564","0.1178",5525,"20.37",271,"0<d<1000"
"La Glacerie","49.6108","-1.6008",5043,"18.7",270,"0<d<1000"
"Nuits-Saint-Georges","47.1383","4.9511",5516,"20.5",269,"0<d<1000"
"Teteghem-Coudekerque-Village","51.017","2.441",8180,"30.44",269,"0<d<1000"
"Erstein","48.42","7.66",9735,"36.22",269,"0<d<1000"
"Wallers","50.375","3.392",5582,"20.89",267,"0<d<1000"
"Saint-Jorioz","45.8331","6.1669",5638,"21.12",267,"0<d<1000"
"Tullins","45.2983","5.4836",7638,"28.79",265,"0<d<1000"
"Moret-Loing-et-Orvanne","48.3744","2.815",7787,"29.37",265,"0<d<1000"
"Lezignan-Corbieres","43.2014","2.7584",9968,"37.68",265,"0<d<1000"
"Onet-le-Chateau","44.3664","2.5942",10643,"40.2",265,"0<d<1000"
"Rosny-sur-Seine","49.0006","1.6325",5110,"19.36",264,"0<d<1000"
"Haute-Goulaine","47.1997","-1.4275",5439,"20.59",264,"0<d<1000"
"Cambo-les-Bains","43.3589","-1.4003",5814,"22.0",264,"0<d<1000"
"Puget-sur-Argens","43.4565","6.6828",7100,"26.9",264,"0<d<1000"
"Auriol","43.3681","5.6361",11764,"44.64",264,"0<d<1000"
"Saint-Jory","43.7431","1.3706",5026,"19.1",263,"0<d<1000"
"Tonneins","44.3906","0.3092",9141,"34.78",263,"0<d<1000"
"Faverges","45.7472","6.2944",6776,"25.86",262,"0<d<1000"
"Bollene","44.2811","4.7494",14148,"54.03",262,"0<d<1000"
"Beaucouze","47.4761","-0.6317",5020,"19.34",260,"0<d<1000"
"Villeneuve-les-Maguelone","43.5331","3.8617",9141,"35.12",260,"0<d<1000"
"Villefranche-de-Rouergue","44.3533","2.035",11926,"45.85",260,"0<d<1000"
"Pierrelatte","44.3783","4.6964",12893,"49.56",260,"0<d<1000"
"Martignas-sur-Jalle","44.8417","-0.7744",6796,"26.39",258,"0<d<1000"
"Saint-Macaire-en-Mauges","47.1244","-0.9906",7110,"27.59",258,"0<d<1000"
"Revel","43.4594","2.0047",9121,"35.31",258,"0<d<1000"
"Saint-Andre-de-Sangonis","43.6506","3.5042",5030,"19.6",257,"0<d<1000"
"Saint-Quentin Fallavier","45.6326","5.1118",5869,"22.83",257,"0<d<1000"
"Le Cateau-Cambresis","50.1042","3.5445",6998,"27.24",257,"0<d<1000"
"Saint-Mitre-les-Remparts","43.4558","5.015",5372,"21.02",256,"0<d<1000"
"Villers-Cotterets","49.26","3.0906",10669,"41.71",256,"0<d<1000"
"Digoin","46.4828","3.9814",8856,"34.72",255,"0<d<1000"
"Domerat","46.3611","2.5353",9030,"35.54",254,"0<d<1000"
"Thiers","45.8572","3.5483",11302,"44.49",254,"0<d<1000"
"Meyreuil","43.487","5.495",5084,"20.13",253,"0<d<1000"
"Liverdun","48.7497","6.0623",6393,"25.25",253,"0<d<1000"
"Monts","47.2781","0.6253",6895,"27.28",253,"0<d<1000"
"Chateaulin","48.1975","-4.0886",5247,"20.81",252,"0<d<1000"
"Gaillac","43.9014","1.8992",12775,"50.93",251,"0<d<1000"
"Tournus","46.5639","4.9092",6247,"25.0",250,"0<d<1000"
"Treillieres","47.3319","-1.6256",7258,"29.05",250,"0<d<1000"
"Apt","43.8769","5.3969",11158,"44.57",250,"0<d<1000"
"Coursan","43.2325","3.0589",6124,"24.61",249,"0<d<1000"
"Deols","46.8308","1.7067",7889,"31.74",249,"0<d<1000"
"Aurec-sur-Loire","45.37","4.2025",5557,"22.44",248,"0<d<1000"
"Couzeix","45.8769","1.2389",7601,"30.69",248,"0<d<1000"
"Divonne-les-Bains","46.3567","6.1428",8388,"33.88",248,"0<d<1000"
"Aixe-sur-Vienne","45.7972","1.1367",5646,"22.85",247,"0<d<1000"
"Soultz-Haut-Rhin","47.886","7.2297",7311,"29.56",247,"0<d<1000"
"Pont-Saint-Martin","47.1167","-1.5833",5373,"21.88",246,"0<d<1000"
"Lagnieu","45.903","5.348",6694,"27.25",246,"0<d<1000"
"Le Beausset","43.1989","5.8033",8863,"36.0",246,"0<d<1000"
"Sezanne","48.7197","3.7236",5585,"22.82",245,"0<d<1000"
"Saint-Flour","45.0344","3.0936",6610,"27.14",244,"0<d<1000"
"La Couronne","45.6083","0.1008",7013,"28.82",243,"0<d<1000"
"Castelnaudary","43.3192","1.9544",11544,"47.72",242,"0<d<1000"
"Sallanches","45.9372","6.6328",15957,"65.87",242,"0<d<1000"
"Chazelles-sur-Lyon","45.6394","4.3925",5041,"20.91",241,"0<d<1000"
"Serignan","43.2808","3.2783",6584,"27.45",240,"0<d<1000"
"Coutras","45.0417","-0.1272",8085,"33.69",240,"0<d<1000"
"Orthez","43.49","-0.77",11000,"45.86",240,"0<d<1000"
"Fumel","44.4969","0.9681",5423,"22.66",239,"0<d<1000"
"Bogny-sur-Meuse","49.8508","4.7678",5531,"23.16",239,"0<d<1000"
"Bedarieux","43.6169","3.1597",6637,"27.82",239,"0<d<1000"
"Mordelles","48.0756","-1.8447",7129,"29.84",239,"0<d<1000"
"Auterive","43.3514","1.4753",8722,"36.54",239,"0<d<1000"
"Fontenay-Tresigny","48.7075","2.8642",5267,"22.12",238,"0<d<1000"
"Vittel","48.2025","5.9503",5745,"24.13",238,"0<d<1000"
"Joigny","47.9831","3.3978",11054,"46.67",237,"0<d<1000"
"Hauts-de-Bienne","46.521","6.023",5521,"23.48",235,"0<d<1000"
"Naintre","46.7644","0.4872",5839,"24.86",235,"0<d<1000"
"Loches","47.1292","0.9961",6343,"27.06",234,"0<d<1000"
"Les Abrets-en-Dauphine","45.537","5.586",6378,"27.41",233,"0<d<1000"
"La Wantzenau","48.6589","7.8292",5892,"25.39",232,"0<d<1000"
"Autun","46.9517","4.2994",14124,"61.52",230,"0<d<1000"
"Castries","43.6797","3.9822",5519,"24.05",229,"0<d<1000"
"Mably","46.0867","4.0653",7503,"32.8",229,"0<d<1000"
"Pauillac","45.1999","-0.7488",5195,"22.74",228,"0<d<1000"
"Veigne","47.2883","0.7383",6055,"26.58",228,"0<d<1000"
"Clermont-l'Herault","43.6281","3.4331",7395,"32.49",228,"0<d<1000"
"Tonnay-Charente","45.9486","-0.9075",7792,"34.39",227,"0<d<1000"
"Livron-sur-Drome","44.7736","4.8439",8963,"39.52",227,"0<d<1000"
"Saint-Maximin-la-Sainte-Baume","43.4532","5.8614",14548,"64.13",227,"0<d<1000"
"Feytiat","45.8103","1.3325",5722,"25.32",226,"0<d<1000"
"Noyal-Chatillon-sur-Seiche","48.0442","-1.6564",5995,"26.51",226,"0<d<1000"
"Vaison-la-Romaine","44.2422","5.0724",6089,"26.99",226,"0<d<1000"
"Brignoles","43.4058","6.0615",15912,"70.53",226,"0<d<1000"
"Le Luc en Provence","43.3956","6.3133",9956,"44.16",225,"0<d<1000"
"Cabries","43.4419","5.3803",8182,"36.55",224,"0<d<1000"
"Eguilles","43.5694","5.3547",7604,"34.07",223,"0<d<1000"
"Mer","47.6992","1.5083",5884,"26.47",222,"0<d<1000"
"Senas","43.7453","5.0792",6770,"30.61",221,"0<d<1000"
"La Fleche","47.6959","-0.0747",16428,"74.21",221,"0<d<1000"
"Sury-le-Comtal","45.5383","4.1839",5329,"24.18",220,"0<d<1000"
"Surgeres","46.1064","-0.7494",6317,"28.71",220,"0<d<1000"
"Le Thor","43.93","4.995",7834,"35.53",220,"0<d<1000"
"Boulazac-Isle-Manoire","45.182","0.763",9697,"44.15",220,"0<d<1000"
"Leognan","44.7294","-0.5997",9021,"41.43",218,"0<d<1000"
"Jaunay-Clan","46.6864","0.3708",5966,"27.48",217,"0<d<1000"
"Graulhet","43.7617","1.9892",12301,"56.75",217,"0<d<1000"
"Manduel","43.8194","4.4742",5721,"26.46",216,"0<d<1000"
"Mareuil-sur-Arnon","46.8819","2.16",5579,"25.89",215,"0<d<1000"
"Saint-Berthevin","48.0692","-0.8244",6909,"32.11",215,"0<d<1000"
"Guines","50.8686","1.8744",5644,"26.42",214,"0<d<1000"
"Cosne-Cours-sur-Loire","47.4122","2.9275",11399,"53.3",214,"0<d<1000"
"Gien","47.6897","2.63",14519,"67.86",214,"0<d<1000"
"Baume-les-Dames","47.3528","6.3608",5291,"24.79",213,"0<d<1000"
"Vaugneray","45.7383","4.6572",5305,"25.02",212,"0<d<1000"
"Saint-Hilaire-de-Riez","46.7219","-1.9442",10289,"48.85",211,"0<d<1000"
"Reignier-Esery","46.1353","6.2692",5269,"25.08",210,"0<d<1000"
"Migne-Auxances","46.6275","0.3144",6073,"28.96",210,"0<d<1000"
"Saint-Junien","45.8881","0.9019",11960,"56.82",210,"0<d<1000"
"Bonchamp-les-Laval","48.075","-0.7",5745,"27.51",209,"0<d<1000"
"Chateaubourg","48.1119","-1.4019",5966,"28.6",209,"0<d<1000"
"Acigne","48.1347","-1.5353",6167,"29.55",209,"0<d<1000"
"Pordic","48.5711","-2.8164",7043,"33.63",209,"0<d<1000"
"Bedarrides","44.0414","4.8986",5154,"24.79",208,"0<d<1000"
"Doue-la-Fontaine","47.1939","-0.2744",7450,"35.9",208,"0<d<1000"
"Roquemaure","44.0208","4.73722",5421,"26.22",207,"0<d<1000"
"Pernes-les-Fontaines","43.9986","5.0597",10607,"51.12",207,"0<d<1000"
"Luc-la-Primaube","44.3147","2.5358",5544,"26.85",206,"0<d<1000"
"Verneuil-sur-Avre","48.7394","0.9286",6538,"31.97",205,"0<d<1000"
"Chinon","47.1678","0.2436",7986,"39.02",205,"0<d<1000"
"Doullens","50.1575","2.3414",6820,"33.4",204,"0<d<1000"
"Rochefort-du-Gard","43.975","4.6908",6930,"34.03",204,"0<d<1000"
"Valdahon","47.1503","6.3456",5182,"25.51",203,"0<d<1000"
"Les Andelys","49.2461","1.4125",8253,"40.62",203,"0<d<1000"
"Ensues-La Redonne","43.3558","5.2042",5224,"25.83",202,"0<d<1000"
"Ceret","42.4892","2.7522",7663,"37.86",202,"0<d<1000"
"Saint-Paul-les-Dax","43.7264","-1.0517",11830,"58.45",202,"0<d<1000"
"Briey","49.2494","5.9403",5464,"27.13",201,"0<d<1000"
"Souppes-sur-Loing","48.1839","2.7361",5561,"27.63",201,"0<d<1000"
"Evron","48.1564","-0.4014",7152,"35.52",201,"0<d<1000"
"Grenade","43.7722","1.2936",7431,"37.01",201,"0<d<1000"
"Aiffres","46.2872","-0.4158",5150,"25.72",200,"0<d<1000"
"Loriol-sur-Drome","44.7525","4.8233",5745,"28.66",200,"0<d<1000"
"Sainte-Livrade-sur-Lot","44.3989","0.5903",6182,"30.94",200,"0<d<1000"
"La Roque-d'Antheron","43.7156","5.3114",5078,"25.49",199,"0<d<1000"
"Cournonterral","43.5589","3.72",5664,"28.62",198,"0<d<1000"
"Thoiry","46.2372","5.9806",5733,"28.93",198,"0<d<1000"
"Chateauneuf-sur-Loire","47.8661","2.2231",7926,"40.01",198,"0<d<1000"
"Sarlat-la-Caneda","44.8928","1.2153",9331,"47.13",198,"0<d<1000"
"Fabregues","43.5514","3.7769",6193,"31.46",197,"0<d<1000"
"Saint-Julien-de-Concelles","47.2542","-1.3844",6260,"31.74",197,"0<d<1000"
"Borgo","42.5547","9.4281",7456,"37.78",197,"0<d<1000"
"Janze","47.9614","-1.4978",8114,"41.26",197,"0<d<1000"
"Ussel","45.5489","2.31",9948,"50.37",197,"0<d<1000"
"Port-la-Nouvelle","43.0133","3.08",5603,"28.55",196,"0<d<1000"
"Divatte-sur-Loire","47.272","-1.34",6595,"33.9",195,"0<d<1000"
"Revin","49.9333","4.6333",7462,"38.42",194,"0<d<1000"
"Simiane-Collongue","43.4319","5.4333",5774,"29.84",193,"0<d<1000"
"Ustaritz","43.4003","-1.4553",6294,"32.75",192,"0<d<1000"
"Ensisheim","47.8664","7.3531",7034,"36.59",192,"0<d<1000"
"Ergue-Gaberic","47.9969","-4.0208",7655,"39.87",192,"0<d<1000"
"Cuers","43.2383","6.0717",9674,"50.53",191,"0<d<1000"
"Haguenau","48.82","7.79",34891,"182.59",191,"0<d<1000"
"Noves","43.87","4.902",5293,"27.92",190,"0<d<1000"
"Auxonne","47.1917","5.38333",7741,"40.65",190,"0<d<1000"
"Pleurtuit","48.5806","-2.0569",5607,"29.67",189,"0<d<1000"
"Guerande","47.32","-2.42",15356,"81.44",189,"0<d<1000"
"Longuyon","49.4478","5.6014",5559,"29.7",187,"0<d<1000"
"Saint-Denis-de-Pile","44.9925","-0.205",5227,"28.27",185,"0<d<1000"
"Gignac","43.65","3.55",5515,"29.85",185,"0<d<1000"
"Saint-Martin-d'Uriage","45.1522","5.8392",5460,"29.69",184,"0<d<1000"
"Bohain-en-Vermandois","49.9864","3.4542",5841,"31.74",184,"0<d<1000"
"Ay-Champagne","49.056","4.004",5889,"31.94",184,"0<d<1000"
"Castelnau-d'Estretefonds","43.7833","1.3592",5195,"28.32",183,"0<d<1000"
"Gemenos","43.2961","5.6269",6007,"32.75",183,"0<d<1000"
"Loon-Plage","50.9947","2.2206",6510,"35.67",183,"0<d<1000"
"Tarascon","43.8058","4.655",13540,"73.97",183,"0<d<1000"
"Beaucaire","43.8081","4.6442",15860,"86.52",183,"0<d<1000"
"La Ferte-Mace","48.5933","-0.3561",5797,"31.86",182,"0<d<1000"
"Beaupreau","47.2028","-0.9933",6456,"35.83",180,"0<d<1000"
"Foulayronnes","44.2406","0.6486",5171,"28.86",179,"0<d<1000"
"Commercy","48.7619","5.5926",6324,"35.37",179,"0<d<1000"
"Saint-Florentin","48.0025","3.7258",5089,"28.6",178,"0<d<1000"
"Les Avenieres-Veyrins-Thuellin","45.635","5.563",7386,"41.56",178,"0<d<1000"
"Ploermel","47.9325","-2.3961",9064,"50.81",178,"0<d<1000"
"Sainte-Sigolene","45.2439","4.2353",5432,"30.64",177,"0<d<1000"
"Blanzy","46.7047","4.3911",7078,"39.95",177,"0<d<1000"
"Argenton-sur-Creuse","46.5897","1.52",5160,"29.34",176,"0<d<1000"
"Bourbourg","50.9472","2.1986",6789,"38.49",176,"0<d<1000"
"Beaufort-en-Vallee","47.4403","-0.2142",6250,"35.66",175,"0<d<1000"
"Monistrol-sur-Loire","45.2933","4.1728",8444,"48.25",175,"0<d<1000"
"Guidel","47.7914","-3.4872",9156,"52.29",175,"0<d<1000"
"Le Pian-Medoc","44.9558","-0.6686",5245,"30.12",174,"0<d<1000"
"Calvi","42.5686","8.7569",5409,"31.2",173,"0<d<1000"
"Chatillon-sur-Seine","47.8701","4.5727",5719,"33.15",173,"0<d<1000"
"Oye-Plage","50.9786","2.045",5844,"33.86",173,"0<d<1000"
"Loudun","47.0106","0.0844",7588,"43.77",173,"0<d<1000"
"Castelsarrasin","44.0408","1.1078",13295,"76.77",173,"0<d<1000"
"Les Herbiers","46.87","-1.01",15388,"88.78",173,"0<d<1000"
"Embrun","44.5658","6.4961",6267,"36.39",172,"0<d<1000"
"Montoir-de-Bretagne","47.3292","-2.1478",6310,"36.79",172,"0<d<1000"
"Carentan-les-Marais","49.304","-1.247",6804,"39.63",172,"0<d<1000"
"Gerardmer","48.08","6.88",9379,"54.78",171,"0<d<1000"
"Mazamet","43.4928","2.3742",12350,"72.08",171,"0<d<1000"
"Les Avenieres","45.6355","5.5626",5430,"32.0",170,"0<d<1000"
"Chalonnes-sur-Loire","47.3514","-0.7625",6550,"38.56",170,"0<d<1000"
"Guichen","47.9681","-1.7939",7316,"42.99",170,"0<d<1000"
"Noyal-sur-Vilaine","48.1125","-1.5233",5188,"30.72",169,"0<d<1000"
"Vic-en-Bigorre","43.3864","0.0539",5410,"31.93",169,"0<d<1000"
"Melesse","48.2181","-1.6947",5489,"32.39",169,"0<d<1000"
"Pledran","48.4467","-2.7447",5872,"34.71",169,"0<d<1000"
"Montluel","45.85","5.055",6774,"40.11",169,"0<d<1000"
"Valreas","44.385","4.9911",9771,"57.97",169,"0<d<1000"
"Argeles-sur-Mer","42.5449","3.0235",9901,"58.67",169,"0<d<1000"
"Blere","47.3258","0.9906",5161,"30.8",168,"0<d<1000"
"Vias","43.3136","3.4192",5422,"32.49",167,"0<d<1000"
"Saint-Aubin-de-Medoc","44.9131","-0.7242",5793,"34.72",167,"0<d<1000"
"Beaufort-en-Anjou","47.44","-0.215",7009,"42.04",167,"0<d<1000"
"Bourg-Saint-Andeol","44.4482","4.5989",7324,"43.74",167,"0<d<1000"
"Fos-sur-Mer","43.4403","4.9486",15448,"92.31",167,"0<d<1000"
"Ille-sur-Tet","42.6717","2.6214",5244,"31.67",166,"0<d<1000"
"Wissembourg","49.04","7.95",8008,"48.18",166,"0<d<1000"
"Sainte-Maxime","43.309","6.635",13519,"81.61",166,"0<d<1000"
"Cestas","44.7453","-0.6811",16483,"99.57",166,"0<d<1000"
"Lavaur","43.6997","1.8197",10369,"62.83",165,"0<d<1000"
"Courthezon","44.0883","4.8847",5388,"32.78",164,"0<d<1000"
"Venansault","46.6869","-1.5114",7268,"44.49",163,"0<d<1000"
"Roquefort-la-Bedoule","43.2483","5.5914",5038,"31.15",162,"0<d<1000"
"Laudun-l'Ardoise","44.1058","4.6583",5516,"34.19",161,"0<d<1000"
"Auneau-Bleury-Saint-Symphorien","48.463","1.775",5524,"34.29",161,"0<d<1000"
"Change","47.9886","0.2831",5651,"35.06",161,"0<d<1000"
"Colmar-Ribeauville","48.2","7.32",5161,"32.21",160,"0<d<1000"
"La Chevroliere","47.0917","-1.6103",5164,"32.56",159,"0<d<1000"
"Saint-Mihiel","48.8892","5.5436",5260,"33.0",159,"0<d<1000"
"Ernee","48.2975","-0.9314",5793,"36.53",159,"0<d<1000"
"Chabeuil","44.9006","5.0208",6528,"41.07",159,"0<d<1000"
"Donzere","44.4558","4.7094",5063,"32.06",158,"0<d<1000"
"Gannat","46.1006","3.1992",5806,"36.85",158,"0<d<1000"
"Terrasson-Lavilledieu","45.1308","1.3019",6218,"39.34",158,"0<d<1000"
"Caudan","47.8114","-3.3392",6744,"42.63",158,"0<d<1000"
"Saint-Astier","45.1464","0.5292",5383,"34.25",157,"0<d<1000"
"La Cotiniere Oleron","45.9436","-1.3058",6377,"40.55",157,"0<d<1000"
"Brech","47.7214","-2.9944",6435,"40.86",157,"0<d<1000"
"La Creche","46.3617","-0.2989",5379,"34.5",156,"0<d<1000"
"Oloron-Sainte-Marie","43.1947","-0.6056",10678,"68.31",156,"0<d<1000"
"Ligny-en-Barrois","48.6897","5.325",5035,"32.7",154,"0<d<1000"
"Sarrians","44.0842","4.9719",5758,"37.49",154,"0<d<1000"
"Plabennec","48.5028","-4.4247",7764,"50.43",154,"0<d<1000"
"Lamballe","48.4694","-2.5167",13804,"90.21",153,"0<d<1000"
"Change","48.1008","-0.7897",5261,"34.68",152,"0<d<1000"
"Urrugne","43.3631","-1.6989",7668,"50.57",152,"0<d<1000"
"Pouzauges","46.7831","-0.8361",5518,"36.65",151,"0<d<1000"
"Bellevigny","46.783","-1.43",5795,"38.52",150,"0<d<1000"
"Marseillan","43.3572","3.5283",7738,"51.71",150,"0<d<1000"
"Bourbevelle","47.9244","5.9406",8430,"56.37",150,"0<d<1000"
"Pornic","47.1167","-2.1",14101,"94.2",150,"0<d<1000"
"Moelan-sur-Mer","47.815","-3.6269",7033,"47.3",149,"0<d<1000"
"Vidauban","43.4262","6.4325",10908,"73.0",149,"0<d<1000"
"Luynes","47.3911","0.5552",5025,"34.01",148,"0<d<1000"
"Le Grau-du-Roi","43.5381","4.1372",8110,"54.73",148,"0<d<1000"
"Digne-les-Bains","44.0933","6.2364",17268,"117.07",148,"0<d<1000"
"La Souterraine","46.2374","1.4862",5435,"37.07",147,"0<d<1000"
"Mazan","44.0575","5.1289",5557,"37.92",147,"0<d<1000"
"Caussade","44.1622","1.5378",6728,"45.73",147,"0<d<1000"
"Theix-Noyalo","47.629","-2.649",7662,"52.06",147,"0<d<1000"
"Saint-Claude","46.3878","5.8639",10346,"70.19",147,"0<d<1000"
"Sigean","43.0292","2.9783",5163,"35.35",146,"0<d<1000"
"Saint-Cannat","43.62","5.2986",5347,"36.54",146,"0<d<1000"
"Lesparre-Medoc","45.3078","-0.9364",5394,"36.97",146,"0<d<1000"
"Sisteron","44.1911","5.9472",7326,"50.25",146,"0<d<1000"
"Trets","43.4475","5.6836",10239,"70.31",146,"0<d<1000"
"Fleurance","43.8503","0.6644",6277,"43.32",145,"0<d<1000"
"Moissac","44.1056","1.0861",12470,"85.95",145,"0<d<1000"
"Aigues-Mortes","43.5675","4.1933",8341,"57.78",144,"0<d<1000"
"Thizy-les-Bourgs","46.0333","4.3122",6373,"44.44",143,"0<d<1000"
"Suce-sur-Erdre","47.3456","-1.5283",5868,"41.33",142,"0<d<1000"
"Marsillargues","43.6649","4.1789",6006,"42.7",141,"0<d<1000"
"Mauguio","43.6169","4.0083",15833,"112.25",141,"0<d<1000"
"Passy","45.9244","6.6872",11234,"80.03",140,"0<d<1000"
"Pontchateau","47.43","-2.083",7773,"55.79",139,"0<d<1000"
"Bellegarde","43.7544","4.5153",6183,"44.96",138,"0<d<1000"
"Lorgues","43.4949","6.3612",8874,"64.37",138,"0<d<1000"
"La Cadiere-d'Azur","43.1967","5.7564",5124,"37.42",137,"0<d<1000"
"Oraison","43.9181","5.9192",5208,"38.42",136,"0<d<1000"
"Loire-Authion","47.409","-0.321",15471,"113.66",136,"0<d<1000"
"Villeneuve-sur-Yonne","48.0928","3.2945",5385,"40.0",135,"0<d<1000"
"La Teste-de-Buch","44.62","-1.14571",24384,"180.2",135,"0<d<1000"
"Tregunc","47.8564","-3.8506",6799,"50.61",134,"0<d<1000"
"Vallet","47.1622","-1.2656",7906,"58.96",134,"0<d<1000"
"Lambesc","43.6547","5.2625",8743,"65.34",134,"0<d<1000"
"Maze-Milon","47.456","-0.272",5578,"41.79",133,"0<d<1000"
"Le Loroux-Bottereau","47.2389","-1.3478",6023,"45.31",133,"0<d<1000"
"Amplepuis","45.9733","4.3311",5090,"38.44",132,"0<d<1000"
"Bitche","49.05","7.43",5415,"41.13",132,"0<d<1000"
"Faverges-Seythenex","45.75","6.3",7844,"59.3",132,"0<d<1000"
"Gan","43.2294","-0.3864",5197,"39.62",131,"0<d<1000"
"Saint-Hilaire-du-Harcouet","48.5783","-1.0908",6169,"46.97",131,"0<d<1000"
"Le Muy","43.4736","6.5667",8743,"66.58",131,"0<d<1000"
